brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
Others,Android,23.65,yes,yes,2,16,128,6,4500,210,2020,234,397.57,297.56
Others,Android,23.65,yes,no,8,24,128,6,3820,192,2019,414,331.04,165.28
Others,Android,17.78,yes,no,2,16,64,4,6000,220,2020,135,122.19,93.72
Others,Android,16.19,yes,no,2,8,32,2,5000,206.5,2020,153,120.44,94.7
Others,Android,16.19,yes,no,2,16,128,6,4000,203,2020,125,219.9,165.81
Others,Android,13.49,yes,no,2,5,16,2,2700,153,2020,123,69.86,52.19
Others,Android,12.7,yes,no,2,5,32,4,4000,234,2020,220,109.88,82.14
Others,Android,12.7,yes,no,13,5,16,2,4000,234,2020,173,80.02,59.78
Others,Android,16.35,yes,no,12,16,128,8,5000,159,2018,413,298.88,149.44
Vivo,Android,22.22,yes,no,,32,128,8,4500,176,2020,343,319.48,206.54
Vivo,Android,23.65,yes,no,,16,64,4,5000,204.1,2020,246,159,118.22
Vivo,Android,24.13,yes,yes,,32,128,8,4315,181.5,2020,145,630.25,470.69
Vivo,Android,21.27,yes,no,,16,128,8,4500,190.2,2020,300,299.7,195.05
Vivo,Android,22.7,yes,no,,8,128,4,5000,197,2020,118,190.5,142.28
Vivo,Android,24.29,yes,yes,,16,128,6,4500,198.1,2020,312,349.83,227.88
Vivo,Android,29.37,yes,yes,,16,256,8,4500,219.5,2020,226,630.99,472.89
Vivo,Android,22.22,yes,no,,32,128,8,4500,176,2020,199,270.21,204.63
Vivo,Android,22.22,yes,yes,13,32,128,8,4350,196.5,2019,279,422.19,296.81
Vivo,Android,21.27,yes,no,13,16,128,8,4500,198.5,2019,212,328.1,250.46
Vivo,Android,23.65,yes,no,13,16,128,8,5000,193,2019,188,229.35,168.22
Vivo,Android,21.27,yes,no,13,32,128,8,4500,186.7,2019,264,330.9,227.75
Vivo,Android,20.8,yes,no,13,8,64,3,5000,191.5,2019,230,132.53,101.2
Vivo,Android,21.27,yes,no,13,16,64,6,4500,198.5,2019,259,259.75,196.99
Vivo,Android,20.8,yes,no,13,8,64,4,5000,190,2019,349,140.04,90.78
Vivo,Android,20.8,yes,no,13,16,128,4,5000,190.5,2019,500,189.77,94.89
Vivo,Android,29.37,yes,yes,13,16,256,8,4500,218.5,2019,288,731.33,510.57
Vivo,Android,29.37,yes,no,13,16,128,8,4500,217.3,2019,391,639.71,417.14
Vivo,Android,21.75,yes,yes,13,12,128,8,4500,217,2019,204,500.68,374.94
Vivo,Android,21.75,yes,no,13,12,128,8,4500,215,2019,293,409.68,290.86
Vivo,Android,18.73,yes,no,8,5,16,2,4030,163.5,2019,456,88.73,44.33
Vivo,Android,21.27,yes,no,13,32,128,6,4500,179,2019,224,280.31,207.69
Vivo,Android,21.27,yes,no,13,12,64,6,4500,198.5,2019,451,250.5,125.28
Vivo,Android,23.65,yes,no,13,16,64,4,5000,204.1,2019,338,201.29,131.34
Vivo,Android,21.43,yes,no,13,16,128,6,3700,185,2019,455,309.89,155.07
Vivo,Android,19.37,yes,no,13,16,64,4,3260,150,2019,431,159.38,79.68
Vivo,Android,20.8,yes,no,13,20,128,4,5000,190.5,2019,334,230.56,149.25
Vivo,Android,23.65,yes,no,13,16,128,6,3940,189.5,2019,415,260.24,130.18
Vivo,Android,18.73,yes,no,13,5,16,2,4030,163.5,2019,266,100.28,71.64
Vivo,Android,10.95,no,no,5,2,4,0.5,1900,130,2013,931,109.93,33.01
Others,Android,14.13,yes,no,8,8,32,3,3400,145,2019,407,181.16,90.57
Others,Android,23.34,yes,no,13,8,16,2,2920,160,2019,233,150.37,115.1
Others,Android,28.42,yes,no,8,5,16,2,4000,185,2019,423,81.9,40.99
Others,Android,15.72,yes,no,8,16,128,6,4000,184,2019,470,251.11,125.75
Others,Android,19.37,yes,no,8,8,64,3,4000,178,2019,280,180.66,133.13
Xiaomi,Android,24.29,yes,yes,,20,128,8,4520,208,2020,318,288.37,188.1
Xiaomi,Android,24.29,yes,yes,,16,64,6,4520,205,2020,301,200.6,128.76
Xiaomi,Android,25.88,yes,yes,,16,128,6,4800,208,2020,319,250.42,163.38
Xiaomi,Android,25.88,yes,yes,,16,128,6,4500,208,2020,184,260.81,196.45
Xiaomi,Android,25.88,yes,no,,32,64,6,5020,209,2020,256,181.04,131.59
Xiaomi,Android,18.73,yes,no,,8,32,2,5000,188,2020,265,89.6,68.99
Xiaomi,Android,18.73,yes,no,,8,32,2,5000,188,2020,321,80.82,52.13
Xiaomi,Android,25.88,yes,no,,16,64,6,4500,208,2020,169,199.44,151.23
Xiaomi,Others,8.73,no,no,,16,64,6,420,208,2020,153,101.95,75.34
Xiaomi,Others,14.92,yes,no,12,20,8,1,570,44,2019,267,148.67,115.8
Xiaomi,Android,32.39,yes,yes,12,20,512,12,4050,241,2019,478,2498.24,1248.99
Xiaomi,Android,21.43,yes,no,12,20,128,8,4000,196,2019,382,498.35,322.17
Xiaomi,Android,21.43,yes,no,12,16,128,8,4000,191,2019,374,449.11,290.27
Xiaomi,Android,15.4,yes,no,12,32,64,4,4030,173.8,2019,396,168.88,108.88
Xiaomi,Android,21.43,yes,no,12,32,64,6,4030,179,2019,406,261.96,130.87
Xiaomi,Android,15.72,yes,no,12,13,32,3,4000,186,2019,338,139.67,92.74
ZTE,Android,25.56,yes,yes,,12,256,8,5100,215,2020,235,598.66,448.34
ZTE,Android,25.56,yes,yes,,12,128,6,5100,210,2020,278,311.11,209.72
ZTE,Android,15.24,yes,no,14.5,8,32,3,4000,160,2019,386,89.41,59.23
ZTE,Android,16.67,yes,no,16,5,32,3,3200,165,2019,325,88.76,57.11
ZTE,Android,15.72,yes,no,14.5,16,64,3,3200,165,2019,347,160.88,103.34
ZTE,Android,23.02,yes,no,14.5,8,128,4,5000,190,2019,343,130.62,85.78
ZTE,Android,25.56,yes,no,48,16,128,8,5000,215,2019,336,819.57,533.34
ZTE,Android,21.91,yes,no,14.5,8,128,6,4000,186,2019,330,551.41,357.98
ZTE,Android,19.84,yes,no,13,8,16,2,2600,157,2019,474,80.13,40.21
ZTE,Android,12.7,yes,no,8,5,16,1,2000,144,2019,349,61.62,40.18
ZTE,Android,12.7,no,no,8,5,16,1,2000,144,2019,385,60.5,40.94
ZTE,Android,25.56,yes,no,48,16,64,6,5000,215,2019,506,501.56,250.83
ZTE,Android,22.7,yes,no,14.5,20,128,6,4000,175,2019,333,470.11,307.13
ZTE,Android,19.84,yes,no,13,8,16,2,3200,135,2018,595,148.78,74.4
ZTE,Android,15.4,yes,no,16,5,32,2,3200,146,2019,420,82.45,41.1
Honor,Android,23.97,yes,no,13,5,64,3,3020,146,2020,138,109.45,86.99
Honor,Android,28.1,yes,yes,13,16,128,8,4300,213,2020,268,249.8,171.59
Honor,Android,24.29,yes,yes,13,8,128,8,4200,213,2020,195,359.3,269.08
Honor,Android,26.04,yes,yes,13,8,64,6,7250,480,2020,272,279.8,191.66
Honor,Android,15.72,yes,no,13,8,64,3,5000,185,2020,346,140.24,90.95
Honor,Android,21.43,yes,no,13,8,64,4,4000,176,2020,362,160.2,104.37
Honor,Android,19.84,yes,no,8,5,32,2,3020,144,2020,355,90.66,59.13
Honor,Android,18.57,yes,no,13,8,64,4,3400,164,2020,202,181.79,137.66
Honor,Android,15.72,yes,no,13,16,128,6,4000,165,2020,310,199.88,131.71
Honor,Android,21.43,yes,no,13,8,128,6,4000,176,2020,141,158.77,118.84
Honor,Android,16.67,yes,no,13,8,64,3,3020,150,2020,228,108.82,79.15
Honor,Android,15.72,yes,no,13,8,64,4,5000,185,2020,213,119.33,87.13
Honor,Android,24.29,yes,yes,13,16,128,8,4100,206,2019,504,498.33,249.1
Honor,Others,8.73,no,no,13,16,4,4,455,41,2019,450,180.83,90.25
Honor,Android,15.72,yes,no,13,16,64,4,4000,171.5,2019,371,219.5,143.5
Honor,Android,23.97,yes,no,13,5,32,2,3020,146,2019,201,89.69,66.27
Honor,Android,21.43,yes,no,13,8,64,4,4000,176,2019,354,130,84.19
Honor,Android,19.37,yes,no,13,32,128,6,3750,172,2019,311,248.6,161.59
Honor,Android,24.61,yes,no,13,16,64,4,4000,206,2019,524,179.14,89.43
Honor,Android,23.97,yes,no,13,5,32,2,3020,146,2019,388,120.67,77.57
Honor,Android,25.56,yes,no,5,2,32,3,5100,173,2019,234,250.62,189.31
Honor,Android,20.32,yes,no,8,8,32,3,5100,173,2019,251,199.56,143.4
Others,Android,20.32,no,no,8,0.3,16,1,5680,453.6,2013,1048,241.81,72.5
HTC,Android,15.56,yes,no,13,16,32,3,3850,170,2019,194,178.69,137.64
HTC,Android,13.81,yes,no,13,13,64,4,3075,150,2019,385,219.66,141.47
HTC,Android,15.56,yes,no,13,8,32,3,3300,160,2019,323,149.77,97.01
HTC,Android,15.24,yes,no,13,14.5,128,6,3930,180,2019,489,417.21,208.58
HTC,Android,15.56,yes,no,13,16,64,4,3850,170,2019,392,281.94,180.47
Huawei,Android,16.03,yes,yes,10.5,16,128,6,4000,192,2020,204,250.37,191.65
Huawei,Android,16.03,yes,yes,10.5,16,64,6,4000,182,2020,328,218.96,142.69
Huawei,Android,15.72,yes,no,10.5,16,128,4,4000,163,2020,134,262.05,194.45
Huawei,Android,15.72,yes,no,10.5,16,128,4,4000,163,2020,127,240.59,184.54
Huawei,Android,20.32,yes,no,5,2,16,2,5100,310,2020,240,100.43,76.49
Huawei,Android,16.03,yes,yes,10.5,16,128,8,4000,189,2020,102,319.39,240.4
Huawei,Android,26.04,yes,no,8,8,64,4,7250,450,2020,305,250.11,161.96
Huawei,Android,24.45,yes,yes,10.5,16,256,8,4200,226,2020,215,1398.47,1049.06
Huawei,Android,21.43,yes,no,10.5,8,64,4,4000,176,2020,133,160.8,117.55
Huawei,Android,26.67,yes,yes,13,8,128,6,7250,460,2020,181,549.63,413.81
Huawei,Android,21.43,yes,no,10.5,8,64,4,4000,176,2020,202,140.13,104.35
Huawei,Android,24.61,yes,no,13,16,128,6,4000,206,2019,433,291.2,145.61
Huawei,Android,15.88,yes,no,13,16,128,8,4200,183,2019,505,280.28,140.26
Huawei,Android,26.67,yes,no,13,8,128,6,7250,460,2019,406,450.26,225.16
Huawei,Android,19.37,yes,no,13,32,64,6,4000,178,2019,351,200.28,130.44
Huawei,Android,15.72,yes,no,13,16,64,6,4000,163,2019,364,199.27,129.8
Huawei,Android,21.43,yes,no,13,8,64,4,4000,176,2019,253,150.84,101.19
Huawei,Android,23.65,yes,yes,13,16,512,12,4500,198,2019,488,1701.54,850.85
Huawei,Android,25.08,yes,yes,13,16,128,6,4200,196,2019,269,650.76,464.79
Huawei,Android,25.08,yes,no,13,16,128,6,4200,196,2019,207,550.88,414.68
Huawei,Android,19.37,yes,no,13,32,128,6,4000,178,2019,223,289.12,218.61
Huawei,Android,24.61,yes,no,13,16,128,4,4000,163.5,2019,181,189.13,140.09
Huawei,Android,26.67,yes,no,13,8,64,4,7500,498,2019,518,298.56,149.19
Huawei,Android,20.96,yes,no,13,8,128,6,6100,340,2019,307,351.23,226.86
Huawei,Android,20.96,yes,no,13,8,64,4,6100,320,2019,274,259.75,189.22
Huawei,Android,21.43,yes,no,13,32,128,8,3500,171,2019,520,391.4,195.67
Huawei,Android,21.43,yes,no,13,32,128,8,3500,171,2019,210,359.22,272.21
Huawei,Android,15.88,yes,no,13,24,128,6,4000,178,2019,539,259.56,129.7
Huawei,Android,15.88,yes,no,13,16,64,4,4000,178,2019,244,280.1,209.2
Huawei,Android,24.61,yes,no,13,16,64,4,4000,196.8,2019,330,280.92,182.69
Huawei,Android,10.16,no,no,5,2,16,4,1700,136.1,2014,610,110.06,44.12
Huawei,Android,17.78,no,no,3.15,0.3,8,1,4100,350,2013,835,150.21,45.07
Infinix,Android,28.26,yes,no,,8,32,2,6000,209,2020,320,100.02,65.22
Infinix,Android,16.19,yes,no,,8,64,4,5000,185,2020,173,110.18,82.67
Infinix,Android,16.19,yes,no,,8,32,2,5000,185,2020,329,88.88,57.95
Infinix,Android,16.19,yes,no,,16,32,3,4000,178,2019,356,100.08,63.94
Infinix,Android,15.56,yes,no,,16,32,2,4000,165,2019,497,129.81,64.91
Lava,Android,23.97,yes,no,,5,32,2,3200,150,2020,359,79.94,51.77
Lava,Android,12.7,no,no,5,0.3,8,0.5,3000,147.6,2016,704,60.49,24.19
Lenovo,Android,25.56,yes,no,8,5,32,3,7000,520,2020,212,179.32,135.47
Lenovo,Android,25.56,no,no,8,5,64,4,7000,580,2019,429,319.92,159.89
Lenovo,Android,16.67,yes,no,8,5,16,2,4000,172,2019,531,99.7,49.84
Lenovo,Android,20.32,yes,no,13,5,16,2,5100,305,2019,233,160.42,119.72
Lenovo,Android,20.32,yes,no,5,2,16,2,5000,305,2019,349,140.78,91.92
Lenovo,Android,17.78,yes,no,2,2,32,1,3590,236,2019,524,99.04,49.6
Lenovo,Android,21.43,yes,no,8,16,64,6,4000,159,2019,426,250.59,125.2
Lenovo,Android,21.43,yes,yes,8,32,128,6,4000,185,2019,401,402.07,201.09
Lenovo,Android,15.72,yes,no,8,16,64,4,4050,164,2019,424,158.53,79.47
Lenovo,Android,25.56,yes,no,8,8,16,2,8400,655,2016,902,179.17,53.6
LG,Android,23.65,yes,no,5,16,64,4,4000,196.5,2020,195,269.12,200.18
LG,Android,16.51,yes,no,5,13,64,3,4000,219,2020,126,199.72,148.03
LG,Others,6.35,yes,no,2,13,8,1,1470,127,2020,202,151.62,113.16
LG,Android,16.51,yes,yes,5,10,128,8,5000,218,2020,234,870.01,655.75
LG,Android,16.51,yes,yes,5,10,128,8,5000,213,2020,248,699.31,524.51
LG,Android,16.03,yes,no,5,13,32,3,4000,196.5,2020,205,240.62,179.08
LG,Android,23.97,yes,no,8,8,32,3,3450,170,2020,196,129.4,98.29
LG,Android,25.56,yes,no,8,5,32,4,8200,498,2019,392,341.12,221.13
LG,Android,15.88,yes,yes,8,32,256,8,4000,192,2019,471,1100.31,550.27
LG,Android,15.88,yes,no,8,16,64,4,4000,198,2019,517,321.39,160.73
LG,Android,19.84,yes,no,8,5,16,2,3000,148,2019,438,139.34,69.81
LG,Android,19.84,yes,no,8,5,16,1,3000,152,2019,393,103.03,66.31
LG,Android,15.4,yes,no,8,13,32,2,3500,186,2019,273,160.82,130.76
LG,Android,16.03,yes,no,8,13,32,3,4000,194,2019,344,200.65,131.25
LG,Android,18.73,yes,no,8,16,64,4,4050,172,2019,289,189.95,136.89
LG,Android,19.37,yes,no,8,16,32,3,4000,175,2019,482,129.27,64.63
LG,Android,18.26,yes,no,8,8,32,3,4000,164,2019,516,109.13,54.49
LG,Android,15.56,yes,no,13,5,32,3,3500,179,2019,463,199.86,99.84
